participant_id,age,gender,occupation,daily_usage_hours,night_usage_hours,app_switch_frequency,notification_check_frequency,short_video_consumption_rate,average_session_duration,dopamine_trigger_score,emotional_dependency_score,social_validation_dependency,impulsive_usage_score,emotional_instability_score,cognitive_fatigue_score,loneliness_indicator_score,anxiety_level,attention_fragmentation_index,concentration_score,multitasking_dependency,content_switching_rate,attention_span_estimate,sleep_hours,sleep_disruption_score,fatigue_after_usage,morning_tiredness_score,preferred_content_type,negativity_exposure_score,overstimulation_index,rage_content_exposure,emotional_trigger_sensitivity,behavioral_text,sentiment_score,toxicity_score,emotional_tone,addiction_risk_level,behavioral_risk_score,algorithmic_influence_score,digital_behavioral_risk_index
P0304,31,Male,Student,8.5,1.8,37,107,1.5,53.6,8.5,8.9,8.6,6.8,5,6.8,4.1,2.8,7.7,2.1,5.8,3.2,1.7,4.8,7.9,3.7,9.5,News,1.6,8.6,2.2,1.6,I feel mentally tired after social media usage.,0.87,0.7,Stressed,High,83.2,6.5,76.8
P0305,21,Male,Employee,10.7,4.2,36,79,6.4,27.2,8.3,8.9,4.5,2.5,5.2,3.8,6.8,2.1,9.4,0.5,3.1,8,0.7,3.7,9.6,3.8,2,Memes,8.9,9.2,1.8,5.8,I feel mentally tired after social media usage.,0.06,0.54,Restless,High,90.8,8.7,77
P0306,25,Male,Employee,5.2,3.4,28,31,6.3,58.8,4.1,5.2,6.1,4.3,6.9,7.6,2.5,6.3,5.3,5.6,7.6,2.9,5.6,6.4,4.3,7.9,9.4,Educational,4.8,5.5,4.4,7,I spend a moderate amount of time on social media.,0.96,0.42,Neutral,Moderate,48.8,5.2,57.4
P0307,18,Male,Creator,2.3,0.2,26,130,2.5,36.4,1.5,2.5,7.6,1.6,7,5.3,2.1,8.8,1.5,7.7,7,3.3,8.3,7.8,1.6,5.4,2.7,Reels,4.1,1.6,9.4,7.3,I can control my screen usage effectively.,0.5,0.02,Calm,Low,17.4,1.9,34.2
P0308,32,Other,Employee,5.1,3.9,14,26,2.5,32.7,6.9,8,8.9,2.2,2.9,2.1,5.2,5.4,4.7,4.3,3.7,5.9,5.8,6.5,6.9,6.6,8.9,Reels,9.3,6.6,8.5,4.3,I use social media for entertainment daily.,0.68,0.22,Excited,Moderate,66.2,4.8,60.9
P0309,16,Other,Freelancer,1.1,0,35,135,1.1,70.3,1.9,3.3,3.5,2.6,8.8,2.4,3.4,2.4,2.3,8.1,3.1,3.2,8.1,8.4,1.7,8.6,3,Lifestyle,3.1,2.4,3.2,3.6,I mainly use YouTube for learning.,-0.35,0.79,Calm,Low,23.2,1.6,24.6
P0310,17,Female,Student,8.6,1.9,41,48,4.8,9.5,9.5,11.1,9.6,2.7,5.4,4,7.2,4.1,9.8,-0.6,4.4,6.2,0.5,4.7,7.3,8.4,6.5,Educational,7.2,9.7,1.1,7.5,I feel anxious without checking my notifications.,0.44,0.04,Stressed,High,94.8,8.2,83.3
P0311,20,Female,Creator,5.4,5.3,34,57,8.4,81.6,5.4,6.4,4.3,5.7,6.4,8.7,4.7,2.4,5.6,3.9,2.5,4.1,3.6,6.3,4.2,1.2,2.9,Memes,8.7,5.9,2.6,3,I sometimes get distracted while studying.,0.22,0.8,Excited,Moderate,55,6.2,57.9
P0312,19,Other,Freelancer,6.6,1.2,47,91,9.5,101.1,4.3,5.6,1.3,1.3,3.1,6.2,1.7,1.8,6.1,3,1.8,7.3,4.7,5.7,5.3,3.4,2.6,Memes,5.2,6.1,8.9,4.4,I use social media for entertainment daily.,-0.93,0.03,Excited,Moderate,54.8,6.6,53.1
P0313,29,Other,Student,2.8,1.1,12,36,7,70.1,1.6,1.7,5.4,4.1,8,3.9,6.8,8.6,2.7,6.9,5.8,5.4,6.7,7.6,1.8,8.1,2.8,Reels,7.9,3.1,8.5,2.2,I can control my screen usage effectively.,0.61,0.5,Calm,Low,21.8,3.5,35.1
P0314,28,Female,College Student,10,9.4,29,77,4.8,107.9,8.3,9,8.5,4.6,1.5,3.7,9.1,6.7,9.1,0.4,5.7,2.7,1.8,4,8.8,4.9,4.2,Reels,5.7,9,5.1,4.8,I feel mentally tired after social media usage.,-0.14,0.28,Stressed,High,88.4,8.1,81.9
P0315,22,Other,Employee,3.3,2.6,49,33,8.9,51.1,2.3,3.2,3.6,5.4,5.5,8.9,4.1,3.3,1.2,9.6,7.9,3.1,8.5,7.3,1.1,4.9,8.8,Memes,6.7,1.9,6.7,7.5,I rarely spend too much time online.,-0.82,0.64,Calm,Low,19.4,3.9,32.9
P0316,23,Female,College Student,5.5,0.1,11,125,4.5,55.9,5.4,7.1,6.5,1.8,3.3,2,9.6,6.7,4.1,6.8,2,5.6,5.1,6.2,4.4,5.4,1.7,Lifestyle,5.2,5.6,4.1,3.5,I use social media for entertainment daily.,-0.09,0.01,Neutral,Moderate,53.2,4.9,53
P0317,28,Other,Freelancer,3.2,2,18,12,9,79.1,2.1,2.7,8.4,1.8,3.8,9.7,9.7,4.8,2.4,8.3,5.8,2.9,8.3,7.4,1.5,9,7.1,Lifestyle,8.8,2.9,1.2,5.1,I rarely spend too much time online.,-0.28,0.38,Neutral,Low,23.2,4.2,39.1
P0318,34,Other,Creator,10.2,1.7,30,26,2.1,49.9,9,9.4,9.3,1.1,7.9,2.8,3.5,6.6,7.6,2,9.1,4.7,2.3,3.9,9,8.7,9.8,Reels,7.5,9.1,8.9,2.7,I constantly switch between apps during study time.,-0.79,0.31,Restless,High,88.2,7.2,80.2
P0319,33,Other,Creator,3.7,2.2,46,47,3.3,97.8,2.8,4.8,6.8,7,5.6,2.6,4,1.5,1.2,8.3,2,2.7,9.5,7.2,2.1,5.4,3.4,Educational,1.8,3,4.6,7,I mainly use YouTube for learning.,-0.88,0.46,Neutral,Low,27.8,2.8,27
P0320,27,Female,Creator,10.7,8.5,12,138,8.2,85.1,8.8,9.6,9.7,1.7,6,1.7,9.6,6.5,7.1,3.7,6.3,5.2,3.1,3.7,9.3,2.5,9.8,Educational,4.3,8,9.7,4.7,I cannot stop scrolling reels late at night.,0.78,0.49,Stressed,High,85.6,8.7,76.5
P0321,17,Other,Student,9.1,8.8,20,107,3.8,40,8.8,10.4,2.3,8.8,4.9,4.5,7.5,5.5,7.3,2.5,1.9,4.9,2.6,4.5,9.9,8,2.7,Memes,4.6,8.9,6.1,3.9,I feel mentally tired after social media usage.,-0.11,0.72,Anxious,High,90.6,7.2,82.9
P0322,35,Other,Employee,3.5,0.6,24,133,7,26.5,2.5,3.4,7.1,9.6,3.6,1,2.2,4.6,1.8,7.7,9.3,4.9,7.5,7.2,2.2,7,6,Gaming,3.4,2.9,3.6,2.8,I mainly use YouTube for learning.,-0.31,0.69,Neutral,Low,25.6,3.7,27.6
P0323,29,Other,Student,9.5,6.8,34,123,6.3,9.3,8.9,10.3,4.9,9.3,2.7,3.9,6.7,8.7,7.5,1.7,8.4,2,1.9,4.2,9.6,3.2,8.7,Reels,7.9,9.2,4.1,7.4,I cannot stop scrolling reels late at night.,-0.84,0.02,Restless,High,91,8.1,87.1
P0324,20,Other,College Student,2.2,0.8,23,71,3.4,27.6,2.6,3.6,6.7,9.4,7,6.9,9,8.1,2.4,7.1,1.2,4,7.1,7.9,1.8,1.1,8.2,Lifestyle,2.9,2.6,5.6,7.1,I use social media casually.,-0.83,0.78,Calm,Low,26,2.6,42
P0325,29,Female,Employee,3.1,1.9,37,22,9.1,104.9,2.7,2.9,9.4,1.7,6.4,4.1,3.6,8.9,1.5,8,8.2,1.7,9.4,7.5,1.2,7.8,6.8,Gaming,8.8,2.8,6.8,9.7,I rarely spend too much time online.,-0.66,0.51,Neutral,Low,22.2,4.1,36.2
P0326,31,Female,Employee,9.7,5,54,147,1.5,31.5,9.4,10.5,7.8,1.2,6.4,3.2,7.6,3.6,9.6,-0.3,1.1,8.5,0.7,4.2,8.9,3.3,8.6,Gaming,4.7,10.2,4.9,4,I feel mentally tired after social media usage.,0.67,0.38,Anxious,High,97.2,7.6,83.1
P0327,31,Female,Student,4.9,1.5,14,44,2.2,13.5,5.2,7.2,7.8,9.1,4.1,7.4,4.6,5.8,5.4,4.8,3.9,2.5,4.9,6.5,6.2,4.3,2.1,News,4.5,5.5,4.3,6.8,I sometimes get distracted while studying.,0.71,0.45,Neutral,Moderate,59,4.4,64
P0328,32,Other,Employee,7,6.8,51,16,6.7,7.7,5.9,6.8,3,4.2,1.6,3,2.2,7.7,4.6,5.4,2.5,3.6,5.4,5.5,4.7,2.5,9.6,Lifestyle,3,6,1.1,2.2,I occasionally lose track of time online.,-0.16,0.43,Excited,Moderate,56,6.1,58.1
P0329,35,Female,College Student,8,3.4,15,39,5.9,104,8.2,10,5.8,6.1,3.1,7.2,4.2,7.8,7.1,3.4,8.5,8.4,3.4,5,8.8,9,9.6,Memes,4.6,7.8,2.6,7.6,I cannot stop scrolling reels late at night.,0.31,0.63,Stressed,High,83.8,7.3,85.3
P0330,19,Female,Freelancer,1.4,0.6,26,121,1.8,119.7,2.8,3.4,9.1,4.2,4.4,7.8,9.3,6.6,1.1,8,6.6,3.1,9.7,8.3,1.2,3.6,3.8,Shorts,8.9,2.9,8.8,3.8,I rarely spend too much time online.,-0.59,0.68,Calm,Low,22.8,1.8,38.7
P0331,30,Male,Creator,3.2,2.9,18,94,2.6,21,1,1,3,5.7,4.9,9.8,7.7,8.1,1.1,8.3,7.4,1.7,8.8,7.4,2,8.1,4.3,Shorts,8.7,1.6,2.3,2.1,I use social media casually.,0.06,0.9,Calm,Low,13.4,2,36.9
P0332,16,Other,Creator,9.1,6.1,7,99,4,64,9.2,9.8,4.9,4.4,1.5,5,4.2,5.3,9.1,0.5,3.8,8.5,1.6,4.5,9.8,3.1,1.1,Gaming,2.3,9.9,2.3,9.2,I cannot stop scrolling reels late at night.,0.3,0.97,Restless,High,95.6,7.8,87.1
P0333,30,Male,Employee,11.4,4.6,58,121,9.1,26.1,9.8,9.9,7.1,6.2,7.8,1.6,2.7,8.7,7.4,1.7,3,7.9,2,3.3,9.6,6.8,8.9,Gaming,5.7,9,8.8,2.3,I feel anxious without checking my notifications.,-0.82,0.9,Stressed,High,91.4,9.4,84
P0334,20,Other,College Student,5.2,5.1,33,77,2.8,81.6,4.1,5.8,3.8,4.3,1.5,3.9,2.1,3.6,4.5,5.2,6.2,1.3,6.1,6.4,4,9.8,7.5,Reels,8.3,5.1,10,3,I occasionally lose track of time online.,-0.23,0.86,Excited,Moderate,47,4.2,46.5
P0335,23,Male,College Student,11.1,8.7,13,104,6.8,72,9.3,9.9,4.4,6.6,7.1,9.6,6.6,8.6,9.2,1.4,6.7,4,0.9,3.5,9.2,5.2,9.3,Shorts,6.3,9.5,4.8,8.9,I constantly switch between apps during study time.,-0.34,0.28,Restless,High,94.2,9.1,97.9
P0336,19,Female,Freelancer,11.8,4.6,49,19,3.8,119.5,8.3,10.3,5.1,9.1,5.5,2.8,2.6,5.7,7,2.3,5.9,2.6,2.1,3.1,9.9,4.3,6.3,News,6,8.4,3.1,2.8,I constantly switch between apps during study time.,0.43,0.14,Anxious,High,87.8,7.7,78.6
P0337,33,Other,Creator,10.2,2.1,57,147,9.4,33.3,8.6,8.7,1.9,5.7,7.6,2.4,9.7,7.6,8.7,1.1,9.7,7.3,0.7,3.9,9.1,3,3.9,Reels,6.5,9.1,6.7,5.4,I constantly switch between apps during study time.,0.69,0.78,Stressed,High,88.4,9.2,81.3
P0338,17,Female,Creator,10.2,3.2,23,123,2.2,5.4,9,9.5,2.4,4.8,3.9,2.5,1.4,4.3,9.1,0.8,8.2,2.9,1.8,3.9,8.6,3.9,3.8,Lifestyle,4.7,9.1,1.4,1.7,I spend hours watching shorts without realizing time.,0.55,0.88,Stressed,High,90.6,7.6,78.2
P0339,34,Male,Creator,11.7,8.6,7,131,5.3,40,8.2,9.9,1.1,9.2,9.6,5.7,8.1,9.3,9.2,1.2,4.9,2.5,-0.1,3.2,7.9,6.1,8,News,7.4,9,5.4,2.7,I feel mentally tired after social media usage.,-0.72,0.53,Anxious,High,88.4,8.6,88.8
P0340,21,Other,Freelancer,4.6,4,52,45,9.9,65.2,6.8,8,9.8,1.4,5.6,1.2,5.9,2.1,4.9,4.9,10,2.6,5.7,6.7,6.4,6.4,9.9,Shorts,7.1,6.4,3.9,1.6,I spend a moderate amount of time on social media.,0.44,0.44,Neutral,Moderate,65,6.6,53.7
P0341,27,Female,Employee,4,2.7,46,14,5.2,48.4,5.6,6.8,9.5,1.7,3.2,7.7,6.3,7.7,4.6,5.9,8.2,6,5,7,6.2,4.2,8.1,Memes,7.6,5.2,4.9,2.9,I occasionally lose track of time online.,0.18,0.86,Excited,Moderate,56.8,4.8,65.7
P0342,26,Male,Creator,7.6,3.1,53,134,7.8,73.7,5.5,6,7,6.1,3.3,4.9,5.6,2.8,6.7,2.5,5.7,3.1,3.9,5.2,4.7,3.5,3.2,Memes,6.9,6.4,3.8,6,I use social media for entertainment daily.,0.81,0.68,Neutral,Moderate,58.6,6.9,55.5
P0343,29,Male,Student,4.8,1.1,59,132,4.3,108.4,4.7,4.8,8.5,2.4,4.9,4.5,1.7,7.5,4.1,5.5,8.9,5.9,6.5,6.6,5.3,7,7.6,Reels,5.6,5.2,7.6,6.2,I sometimes get distracted while studying.,-0.88,0.25,Neutral,Moderate,48.2,4.5,54.2
P0344,21,Other,Employee,2.3,1.4,14,15,1.6,118.7,2.7,3.1,4.4,5.6,8.2,8.6,4.3,4.2,1.5,7.9,9.7,3.3,9,7.8,2.4,8.6,9.6,Memes,6,2.9,3.6,5.8,I use social media casually.,-0.35,0.05,Neutral,Low,25.2,2,38.1
P0345,28,Other,Employee,7.7,5.3,58,38,3.7,61,6.5,7.4,8.8,4.4,8.3,3.2,4.1,3.4,4.2,5,9,1.4,6.6,5.2,4,6,5.2,Lifestyle,9.2,5.8,7.6,9.6,I use social media for entertainment daily.,0.45,0.16,Neutral,Moderate,55.8,5.5,51.8
P0346,16,Male,Freelancer,10.9,9.5,29,40,8.2,78.7,8.5,9.5,4.3,6.9,3.9,5.8,3.6,4.4,8.4,2,8.1,2.5,2.5,3.5,7,1.3,8.4,News,5.7,8.6,4.4,7.5,I feel anxious without checking my notifications.,0.87,0.54,Anxious,High,84,9,78.3
P0347,32,Male,Creator,10.5,9.2,13,49,9.3,83.7,9.6,10.8,1.2,1.6,4.4,8,3.8,5,8.4,1.7,8.3,7.5,1.8,3.8,7.9,4.6,1.2,Gaming,2.2,9.8,8.9,1.2,I feel anxious without checking my notifications.,0.64,0.59,Stressed,High,93,9.4,89.2
P0348,17,Other,College Student,1.8,0.4,30,19,4.9,38,2.3,3.8,5.7,6.5,5.7,3.1,4.7,5,1.6,9,3.7,2.6,8.5,8.1,2.1,8.7,8.5,Shorts,6.4,2.8,5.2,7.7,I rarely spend too much time online.,0.99,0.17,Calm,Low,25.2,2.6,31.1
P0349,22,Female,Freelancer,6.4,2.1,60,68,3.6,89.4,7,7.6,1.5,3.6,7,5.7,6.3,5.5,5.8,4,9.9,7.6,4.3,5.8,6.3,8.3,2.2,Gaming,5.7,7,1.2,7.3,I spend a moderate amount of time on social media.,-0.92,0.46,Excited,Moderate,67.4,5.7,67.4
P0350,25,Female,Student,9.3,5.5,36,115,9.6,69.8,9.2,9.5,4.5,6.7,7.5,4.1,9.3,9.9,8.8,0.3,5.7,8,2.1,4.3,8.7,5.1,4.1,Gaming,9.5,9.9,1.9,9.4,I constantly switch between apps during study time.,0.72,0.64,Anxious,High,92.2,9.2,90.2
P0351,19,Other,Creator,2.5,1.6,22,21,9.8,103.4,1.4,1.8,2.7,2.9,4.7,3.2,2.6,2.5,2,7.9,5.3,6.4,8.6,7.8,2,5.5,2.5,Reels,1.5,2,7.1,2.6,I rarely spend too much time online.,-0.88,0.72,Calm,Low,18.4,3.9,22.3
P0352,19,Female,Student,6.7,1.3,23,79,5.2,79.4,6.8,7.1,5.5,9.3,4.5,3.2,5.7,7,5.7,5,7.1,5.5,4.2,5.7,5.3,6.4,3,Gaming,4.7,6.8,5.4,4.1,I spend a moderate amount of time on social media.,-0.38,0.77,Excited,Moderate,63.4,6.1,62.8
P0353,32,Male,Creator,4.3,2.5,41,113,1.5,79.8,4.2,4.3,6.8,2.6,6.4,6,1.5,3.6,5.5,3.7,4.2,4.6,3.7,6.8,5.7,2,9.8,Educational,8.3,5.5,3.3,6.2,I use social media for entertainment daily.,0.14,0.3,Excited,Moderate,50.4,3.9,52.2
P0354,29,Other,Creator,1.4,0.9,28,95,6.2,103.9,1.6,3.4,7.5,3.4,1.1,2.7,1.1,7.9,2.2,7.6,1.2,6.2,7.6,8.3,2.4,6.1,1.9,Lifestyle,2.1,2.8,5.9,4.3,I rarely spend too much time online.,0.07,0.11,Neutral,Low,24.8,2.8,34.5
P0355,25,Male,Freelancer,5.2,1.7,44,116,3.2,102.2,6.4,8.2,7.3,6.7,3.1,8.1,8.2,4.4,6.1,4.3,1.4,2.2,4.6,6.4,4.9,2.6,9.3,News,4.8,6.9,3.1,2.4,I occasionally lose track of time online.,-0.74,0.81,Excited,Moderate,65,5.2,67.5
P0356,35,Female,College Student,5.2,4.3,55,49,6.5,47.2,5,6,5.8,8.1,6.4,4.4,4.5,2.7,4.2,6.2,7.8,3.4,5.4,6.4,4.9,6.6,2,Reels,2.6,5.3,2.6,5,I sometimes get distracted while studying.,0.9,0.95,Excited,Moderate,50.8,5.2,48.8
P0357,32,Male,Creator,5.6,4,58,24,4.9,76.4,6.3,6.4,5.1,5.9,2.9,9.6,2.3,8.7,4.9,4.3,4.3,3.3,4.4,6.2,6.5,7,1.8,Reels,1.5,5.7,9.2,9.8,I occasionally lose track of time online.,0.16,0.45,Excited,Moderate,59.6,5.4,72.1
P0358,30,Other,Freelancer,3.3,1.7,12,81,6.7,60.3,2.4,3.7,6,7.4,9,1.4,6,3.3,1.9,8,2.3,2.2,7.5,7.3,1.2,2.6,4,Memes,7.6,3,9.8,2.7,I mainly use YouTube for learning.,0.46,0.41,Neutral,Low,24.4,3.6,25.3
P0359,24,Male,Freelancer,8.3,1.1,37,63,5.5,5.4,9.1,10.1,3.5,5,4.2,2.8,3,7.3,9.5,0.6,7.5,10,1.2,4.8,8.8,7.6,3.5,Reels,3.4,9.5,5.2,4,I spend hours watching shorts without realizing time.,-0.52,0.71,Stressed,High,94,8.1,85.6
P0360,20,Female,College Student,6.4,2.4,24,139,1.2,65.9,6.6,8.1,4.8,8.1,7.1,9,8,4.5,4.5,4.9,2.3,7.3,5,5.8,6.9,3.5,4.8,Reels,2.9,6.1,1.5,4.2,I spend a moderate amount of time on social media.,0.17,0.94,Neutral,Moderate,64.4,4.7,68.6
P0361,24,Female,Creator,8.6,3.9,22,146,1.7,110.1,8.7,10.6,9.8,5.8,5,1.3,4.2,8.3,7.6,3,3.9,9.5,3.2,4.7,8.9,6.7,8.5,Educational,6.5,8.6,5.5,4.9,I feel anxious without checking my notifications.,-0.54,0.58,Restless,High,88.8,6.7,81
P0362,25,Female,Student,9.4,0,49,44,9.7,79.1,9.6,9.7,7.2,8.8,5.8,5.6,6,6.6,8.8,0.5,5.1,6.2,0.6,4.3,8.2,2.7,3.1,Shorts,7.4,9.6,4.7,5.6,I spend hours watching shorts without realizing time.,-0.85,0.8,Restless,High,91.8,9.4,87.2
P0363,33,Male,Employee,7.1,2.7,41,97,3.5,60,6.4,6.5,3.8,9.7,2.1,5.2,2.4,2.2,6.4,4.1,4.9,8.8,3.8,5.5,4.8,8.5,7,Shorts,9.7,6.4,7.6,9.7,I use social media for entertainment daily.,0.56,0.52,Excited,Moderate,61,5.8,56.9
P0364,24,Other,Freelancer,7.4,5.1,10,149,4.3,16.1,5.7,6.6,9.5,2,9,7.2,4.6,2,4.5,4.9,9.7,7.6,5.8,5.3,4.2,4.8,6.5,Memes,1.2,5.8,2.7,6.4,I occasionally lose track of time online.,0.09,0.08,Neutral,Moderate,53.6,5.5,54
P0365,33,Male,Creator,6.4,5.9,24,93,5,108.5,4.9,5.2,4.8,6.1,1.9,9.3,4.9,1.7,4,6.9,7.7,6.2,6.5,5.8,5.2,2,5,Educational,7.2,5.2,1.3,8.6,I occasionally lose track of time online.,0.85,0.7,Excited,Moderate,49,5.1,53.2
P0366,17,Female,Employee,4.8,1.3,59,80,7.5,83.8,6.2,8.1,6.7,6.6,2.4,2.6,6,1.9,6.1,3.1,2.2,2,3.9,6.6,4,3.9,3.4,Educational,4.7,7.1,4.4,9.7,I occasionally lose track of time online.,0.81,0.44,Neutral,Moderate,63,6.2,54
P0367,22,Female,Student,9.7,7,21,89,4.3,85.9,8.6,9.3,6.2,8.2,8.5,3.6,7.1,7,9.8,1,6.7,1.2,-0.6,4.2,7.6,2.5,8,News,3.1,9.5,9.9,7.2,I constantly switch between apps during study time.,0.26,0.41,Anxious,High,89.6,8.1,83.1
P0368,17,Male,Employee,5.1,2.6,11,50,9.2,71.1,6.6,7,8.5,7.4,6.3,3.3,6,1.7,6.3,3.2,3.4,6.4,4.7,6.5,6.4,2.4,1.1,News,4.3,7.2,5.9,2.5,I spend a moderate amount of time on social media.,0.26,0.2,Excited,Moderate,67,6.8,57.8
P0369,33,Other,Employee,4.9,0.8,13,70,4,37.7,4.9,5.4,5.6,8.5,8.7,4.7,5.4,9.4,6,3.6,7.8,3,4.8,6.5,5.9,1.2,5.1,News,9.3,5.9,2.2,3.7,I spend a moderate amount of time on social media.,0.07,0.15,Excited,Moderate,56.2,5,63.3
P0370,32,Female,Employee,1.6,1.3,59,143,8.6,106.5,2.3,4.2,7.8,4.4,7.7,3.9,2.5,1,2.2,8,6,4.9,8.2,8.2,2.4,4.9,2.4,Reels,5.8,3.1,9.1,6.8,I use social media casually.,0.79,0.3,Calm,Low,28.4,3.7,28.7
P0371,20,Other,Employee,11,4.8,43,138,7.3,11.7,9.2,10.5,4.1,7.5,2.2,6.1,4.1,8.6,9.3,0.9,1.9,7.9,1.5,3.5,8.3,2.8,1.4,Gaming,7.4,9.6,6.7,1.9,I spend hours watching shorts without realizing time.,-0.81,0.72,Stressed,High,93.8,9.2,92.4
P0372,28,Other,Freelancer,7.9,2.6,23,127,3.7,78.1,4.4,4.6,8,8.9,5.9,7.4,2.4,3.6,6.1,4.6,5.6,6.6,4.7,5,6,1.4,3.4,News,9.2,5.7,6.8,9,I use social media for entertainment daily.,0.23,0.19,Excited,Moderate,53.6,5.5,56.7
P0373,22,Other,Employee,5.7,2.7,34,92,5.8,110.3,5.8,6.7,9.9,5.8,5.8,4.4,4.3,2.8,5.2,3.9,5,3,4,6.2,6.4,1.9,1.5,Reels,3.9,6.3,2.2,9.7,I spend a moderate amount of time on social media.,0.02,0.41,Neutral,Moderate,60.8,5.6,56.4
P0374,35,Other,College Student,2.6,1.7,14,45,1.9,81.3,1.2,2.1,5.9,1.7,5.3,6.4,4,8,1.6,7.4,4.4,6.6,7.8,7.7,2.1,8.1,4.9,News,1.4,2.4,8.7,6.6,I use social media casually.,0.51,0.03,Neutral,Low,18.8,1.8,35.7
P0375,23,Male,Freelancer,9.7,3,17,38,6,73.3,9.4,9.7,1,3,9.2,3,8.4,6.7,8.7,1.1,5.7,7.7,2.1,4.2,9.2,2.4,7.1,Gaming,7.5,9.8,9.3,8.3,I spend hours watching shorts without realizing time.,-0.82,0.6,Restless,High,93.6,8.4,84.8
P0376,26,Other,Creator,7.9,3.3,54,121,7.5,12.6,5.5,6.3,2.8,9.7,3.6,4.3,4.9,8.3,5.3,4,7.1,8.3,5,5,5.4,5.9,6,Shorts,3.5,6.3,4.3,8.2,I occasionally lose track of time online.,0.61,0.41,Excited,Moderate,57.6,6.5,62.1
P0377,17,Other,Student,1.8,1.5,25,19,9.8,53.8,1.9,1.9,3,3.8,7.4,7.1,9.3,8.5,1.3,9.4,4.2,5.5,8.8,8.1,2.6,3.3,2.6,Lifestyle,2.3,2,3.9,7.3,I can control my screen usage effectively.,0.4,0.77,Calm,Low,19.4,3.7,38
P0378,29,Male,College Student,8,3.2,22,93,4.1,73,8,8.6,2.8,5.9,6.6,9.3,5.5,3.9,8.5,1.3,3.4,7.5,2.2,5,9.6,3.2,4.4,Shorts,4,8.3,6.1,6.9,I feel anxious without checking my notifications.,-0.12,0.52,Stressed,High,86,7.2,84.3
P0379,17,Female,College Student,8.7,0,53,20,9.2,88.6,9.4,10.2,7.5,9.8,6.7,1.6,9.3,8.1,8,1.6,7.2,9.3,2.1,4.7,10,5.6,5.6,Shorts,6,9.4,4.2,4.9,I feel anxious without checking my notifications.,-0.32,0.84,Restless,High,94,8.8,85
P0380,18,Female,College Student,9.8,1.9,21,40,1.1,48.9,8.8,10.3,9.7,1.4,9.9,2.4,3,6.5,7.3,2.2,7.7,6.5,2.4,4.1,9,10,3.8,Shorts,9.7,8.1,7.6,2.8,I cannot stop scrolling reels late at night.,0.38,0.11,Restless,High,87,6.8,78.6
P0381,25,Other,Creator,7.3,1.1,54,111,9.8,60.1,5.6,5.6,3.2,9.6,2.6,1.6,9.5,5,4.9,6.1,9.3,5.5,5.7,5.3,7,1.6,4.1,Educational,9.1,6.2,6.5,1,I use social media for entertainment daily.,-0.29,0.94,Neutral,Moderate,58.6,6.9,53.9
P0382,27,Female,Creator,3.1,1.6,54,108,9.8,71.9,1.8,2.5,2.1,3.9,4.8,6.6,2.3,9.4,1.9,7.4,3.9,5.7,7.3,7.5,1.1,5.1,9,Lifestyle,8.3,2.3,3.7,6.1,I rarely spend too much time online.,0.99,0.28,Calm,Low,19.2,4.2,38.4
P0383,18,Other,Employee,11.3,1,17,83,8.3,76.5,9.1,11,2.4,9.9,5.2,9.3,8.8,4.2,9.1,0.7,1.4,2.1,0.4,3.3,8.7,4,9.9,Educational,9.7,9.9,5.2,3.9,I cannot stop scrolling reels late at night.,-0.52,0.4,Anxious,High,95.6,9.5,91.9
P0384,24,Female,Freelancer,5.7,2.6,16,13,5.2,46.6,5.2,6.3,1.8,6,8.4,6.2,9,2.4,5.1,4.2,7.9,7.9,5.3,6.2,4.4,6.3,2.9,Educational,5.8,5.7,6.5,9.7,I spend a moderate amount of time on social media.,-0.96,0.82,Neutral,Moderate,53.4,5.3,52.9
P0385,22,Male,Freelancer,4.2,0.9,36,48,8,48.8,5.8,7.1,1,6,5.5,5.9,6.8,8.2,6.6,3.6,7.9,3.7,3.5,6.9,4,2.3,6.4,Educational,8.1,6.4,4.3,6.6,I use social media for entertainment daily.,0.63,0.32,Neutral,Moderate,59.8,6.2,66
P0386,19,Other,Student,3.8,1.7,59,51,7.6,94.4,1.4,2.7,7.4,3.5,8,3.5,9.4,8.7,1.5,8.3,9.9,8.7,9.1,7.1,2.4,9.4,4,Gaming,1.9,2.2,6.8,5.7,I rarely spend too much time online.,-0.91,1,Neutral,Low,20.4,3.6,33.6
P0387,22,Male,Student,6.2,3.1,12,82,1.8,23.4,4.2,4.3,2.5,7.6,1.8,9.3,3.1,6,5.5,4.2,2.3,7.1,5.2,5.9,6.7,8.5,2.4,Memes,5.2,5.1,7.6,1.3,I spend a moderate amount of time on social media.,0.35,0.28,Excited,Moderate,51.6,4.4,61.6
P0388,32,Female,College Student,6.1,0.1,58,55,7.9,44.3,5.9,6.7,3.8,8.6,1.3,7.2,4.7,5.4,4.9,5,2.4,3.4,4.7,6,5.1,6.5,3.4,News,9.6,5.9,1.2,5.1,I sometimes get distracted while studying.,0.71,0.77,Neutral,Moderate,57,6.2,61.7
P0389,16,Other,Employee,6.3,3.4,51,16,4.4,97.9,6.9,7.7,2.5,4.6,1.9,2.8,6.7,8.6,6.7,2.4,5.9,7.4,2.5,5.8,4.2,4.5,3,Memes,3.9,7.2,9.8,9.6,I use social media for entertainment daily.,0.79,0.91,Neutral,Moderate,65.4,6.1,66.2
